customer_id,gender,region,plan_type,tenure_months,total_usage,support_tickets,last_login_days,churn,avg_monthly_uasge,complaint_rate
75,Male,South,Premium,47,3144.859757638134,2,7,1,66.91190973698157,0.0425531914893617
76,Male,South,Premium,43,3352.922970223979,1,42,1,77.97495279590649,0.023255813953488372
77,Male,West,Standard,25,2274.846360674041,2,33,0,90.99385442696165,0.08
78,Female,South,Basic,27,8157.012792757911,0,44,1,302.11158491695966,0.0
79,Male,West,Premium,27,7495.367339421626,0,24,1,277.6061977563565,0.0
80,Male,South,Standard,12,6130.562608024102,2,33,1,510.8802173353418,0.16666666666666666
81,Male,North,Premium,23,2464.3388209840045,2,45,0,107.14516612973932,0.08695652173913043
82,Female,North,Premium,17,1801.347992876068,2,47,1,105.9616466397687,0.11764705882352941
83,Female,North,Premium,44,597.6616266286698,2,0,1,13.583218787015221,0.045454545454545456
84,Male,North,Standard,7,551.5536696073428,0,13,1,78.79338137247755,0.0
85,Female,West,Premium,24,1952.6477841024373,2,31,1,81.36032433760155,0.08333333333333333
86,Male,East,Premium,7,1095.272069999899,2,28,1,156.46743857141414,0.2857142857142857
87,Male,East,Basic,29,5605.465961932186,1,47,0,193.2919297217995,0.034482758620689655
88,Male,North,Standard,53,3645.092265165322,2,55,0,68.77532575783626,0.03773584905660377
89,Male,East,Standard,28,4504.963243464648,3,18,1,160.8915444094517,0.10714285714285714
90,Female,East,Premium,23,5981.265117513179,5,29,1,260.0550051092686,0.21739130434782608
91,Female,South,Basic,10,6625.107278999785,5,22,1,662.5107278999785,0.5
92,Female,West,Premium,16,6517.197026837523,3,4,0,407.32481417734516,0.1875
93,Female,North,Premium,43,2682.480209526241,1,22,1,62.38326068665677,0.023255813953488372
94,Male,East,Standard,48,8115.307500931416,2,55,1,169.0689062694045,0.041666666666666664
95,Female,East,Basic,34,9185.325732200376,1,34,1,270.15663918236396,0.029411764705882353
96,Male,North,Premium,25,3227.789637509633,3,52,1,129.11158550038533,0.12
97,Female,South,Standard,2,268.9476240040729,1,52,1,134.47381200203645,0.5
98,Female,North,Premium,50,9001.6264478202,2,6,1,180.03252895640398,0.04
99,Female,South,Premium,5,9243.132456239411,0,30,1,1848.6264912478823,0.0
100,Male,East,Basic,14,604.369760089032,3,13,1,43.169268577787996,0.21428571428571427
101,Male,West,Basic,31,149.07025940620144,1,26,0,4.808718045361337,0.03225806451612903
102,Male,South,Basic,40,8182.407351628148,1,49,1,204.5601837907037,0.025
103,Male,South,Premium,6,3084.487209382756,1,39,1,514.0812015637927,0.16666666666666666
104,Female,North,Basic,28,9154.363456230289,1,22,0,326.9415520082246,0.03571428571428571
105,Male,East,Standard,9,2245.761375368512,1,43,1,249.52904170761244,0.1111111111111111
106,Male,West,Premium,6,8625.430699653212,3,25,1,1437.5717832755354,0.5
107,Female,North,Basic,53,779.5782702778631,3,6,1,14.709023967506852,0.05660377358490566
108,Female,North,Premium,17,2680.304788408339,3,20,1,157.6649875534317,0.17647058823529413
109,Male,West,Premium,40,9733.975903541846,1,23,1,243.34939758854617,0.025
110,Female,East,Standard,35,2388.846877879695,0,16,1,68.25276793941985,0.0
111,Male,West,Standard,12,1416.8285423429072,4,59,1,118.06904519524227,0.3333333333333333
112,Female,North,Standard,45,8584.841059482653,1,54,1,190.77424576628118,0.022222222222222223
113,Male,North,Premium,18,1266.2278384386427,4,42,0,70.34599102436904,0.2222222222222222
114,Male,South,Premium,55,1064.815474937085,2,8,1,19.360281362492454,0.03636363636363636
115,Male,West,Standard,43,3301.9088284764043,1,55,1,76.788577406428,0.023255813953488372
116,Male,West,Premium,34,6389.752215309899,4,14,1,187.93388868558526,0.11764705882352941
117,Male,West,Standard,46,7136.389100409087,4,46,0,155.13889348715406,0.08695652173913043
118,Female,North,Standard,1,8824.263959891217,4,3,1,8824.263959891217,4.0
119,Male,East,Basic,59,5455.02410699515,4,23,1,92.4580357117822,0.06779661016949153
120,Male,North,Standard,15,3994.836088933656,1,30,0,266.32240592891037,0.06666666666666667
121,Male,South,Basic,18,3652.454242161205,1,11,1,202.91412456451138,0.05555555555555555
122,Male,North,Standard,22,8484.337011926991,4,43,0,385.6516823603178,0.18181818181818182
123,Male,North,Premium,18,7265.771563878388,1,7,0,403.6539757710216,0.05555555555555555
124,Female,North,Basic,49,9063.747235878878,1,16,1,184.97443338528322,0.02040816326530612
125,Female,South,Premium,1,9643.95101174298,1,48,1,9643.95101174298,1.0
126,Male,West,Premium,46,3070.5032772296936,1,42,1,66.75007124412377,0.021739130434782608
127,Female,East,Standard,20,5343.773775138311,4,8,0,267.18868875691555,0.2
128,Male,East,Standard,56,6355.025992911846,2,16,0,113.48260701628296,0.03571428571428571
129,Female,South,Premium,54,1722.1045730869298,2,57,1,31.890825427535738,0.037037037037037035
130,Female,West,Standard,48,628.1356358573489,0,15,1,13.086159080361435,0.0
131,Male,West,Standard,36,8690.862749741604,6,50,0,241.412854159489,0.16666666666666666
132,Female,South,Standard,54,5401.682756478194,2,34,1,100.03116215700359,0.037037037037037035
133,Female,North,Premium,38,5750.664741964389,3,51,1,151.33328268327338,0.07894736842105263
134,Male,West,Basic,25,5593.652019736753,2,12,0,223.7460807894701,0.08
135,Male,East,Basic,16,7574.110977843635,2,11,1,473.3819361152272,0.125
136,Female,South,Premium,20,1540.469252352228,3,50,1,77.0234626176114,0.15
137,Female,East,Standard,38,6179.079563638174,4,29,1,162.60735693784667,0.10526315789473684
138,Female,North,Standard,47,4747.847164618538,1,2,1,101.01802477911784,0.02127659574468085
139,Male,South,Basic,58,8979.88577912647,2,4,0,154.82561688149087,0.034482758620689655
140,Female,East,Premium,33,5244.247285173621,1,36,1,158.91658439920064,0.030303030303030304
141,Female,East,Premium,7,9435.05624333424,2,55,0,1347.865177619177,0.2857142857142857
142,Female,North,Standard,23,3597.204642381076,1,12,1,156.4002018426555,0.043478260869565216
143,Male,South,Standard,11,9672.257593260909,3,54,1,879.2961448419009,0.2727272727272727
144,Male,West,Standard,33,8764.0636861085,3,12,1,265.57768745783335,0.09090909090909091
145,Male,West,Premium,40,5884.206568380011,2,27,1,147.1051642095003,0.05
146,Male,East,Basic,46,3601.728339858343,3,56,1,78.29844217083355,0.06521739130434782
147,Female,North,Premium,5,3821.641238780343,2,46,1,764.3282477560685,0.4
148,Male,East,Premium,45,7750.245655937088,2,43,1,172.2276812430464,0.044444444444444446
149,Female,North,Premium,47,5848.250376573541,1,4,0,124.43085907603279,0.02127659574468085
150,Female,West,Basic,41,4075.7170961462775,3,19,1,99.40773405234823,0.07317073170731707
151,Female,East,Standard,8,6396.944117980427,1,27,1,799.6180147475534,0.125
152,Female,East,Standard,51,7359.010639219349,3,35,1,144.29432625920293,0.058823529411764705
153,Male,North,Premium,17,326.71507432881265,0,44,1,19.218533784047803,0.0
154,Male,South,Premium,51,989.64173106335,3,47,1,19.404739824771568,0.058823529411764705
155,Male,North,Basic,18,1035.405860030084,4,17,1,57.52254777944912,0.2222222222222222
156,Male,South,Basic,50,2396.144672107014,1,56,1,47.92289344214028,0.02
157,Male,West,Standard,27,4327.205348350408,0,22,1,160.2668647537188,0.0
158,Female,East,Premium,31,8056.134002996289,1,26,1,259.8752904192351,0.03225806451612903
159,Male,East,Basic,4,3575.8804464956183,3,1,1,893.9701116239046,0.75
160,Male,North,Basic,2,273.0301049679872,4,41,1,136.5150524839936,2.0
161,Male,North,Premium,56,4885.282344222117,2,39,1,87.2371847182521,0.03571428571428571
162,Male,West,Premium,5,9966.623094703757,0,49,0,1993.3246189407514,0.0
163,Female,West,Premium,17,3555.307856983699,4,30,1,209.13575629315875,0.23529411764705882
164,Female,South,Premium,54,9616.419735796417,3,17,1,178.08184695919292,0.05555555555555555
165,Female,West,Premium,39,1103.316798250584,2,51,1,28.29017431411754,0.05128205128205128
166,Female,West,Premium,32,1813.6866132625173,3,47,1,56.677706664453666,0.09375
167,Female,West,Basic,29,7268.808494442512,1,46,1,250.64856877387973,0.034482758620689655
168,Male,West,Premium,16,5062.003244809992,1,22,1,316.3752028006245,0.0625
169,Female,South,Standard,1,7674.705854312272,1,15,1,7674.705854312272,1.0
170,Female,West,Premium,12,8649.22761578601,2,25,0,720.7689679821675,0.16666666666666666
171,Female,South,Standard,19,2585.740273004242,3,24,1,136.09159331601276,0.15789473684210525
172,Male,North,Standard,9,6860.008787353445,2,36,1,762.2231985948272,0.2222222222222222
173,Male,East,Standard,48,6115.252242674185,2,34,1,127.40108838904553,0.041666666666666664
174,Female,North,Premium,7,8629.196789002099,3,46,1,1232.7423984288712,0.42857142857142855
175,Male,West,Premium,30,4358.028616037838,3,21,0,145.2676205345946,0.1
176,Male,East,Standard,15,613.517264035534,3,8,1,40.90115093570227,0.2
177,Female,West,Premium,44,5784.442659997868,4,33,1,131.46460590904246,0.09090909090909091
178,Male,West,Basic,4,9592.895359272732,1,44,1,2398.223839818183,0.25
179,Male,North,Basic,6,244.8486771017118,1,22,1,40.8081128502853,0.16666666666666666
180,Male,West,Basic,38,2478.5540853823004,2,41,0,65.22510751006054,0.05263157894736842
181,Female,North,Basic,47,3229.071120644788,1,26,1,68.70364086478273,0.02127659574468085
182,Female,West,Premium,35,7681.804990120658,0,9,1,219.48014257487594,0.0
183,Female,South,Standard,2,3300.4415324348024,0,15,1,1650.2207662174012,0.0
184,Male,East,Premium,5,2466.930245643508,3,3,1,493.3860491287016,0.6
185,Female,North,Basic,8,6520.7243432237065,0,53,0,815.0905429029633,0.0
186,Male,North,Premium,51,559.4123607138961,1,30,1,10.968869817919531,0.0196078431372549
187,Male,East,Premium,53,1788.908913591595,2,3,1,33.75299836965274,0.03773584905660377
188,Male,North,Basic,30,4139.4992638274925,2,46,1,137.98330879424975,0.06666666666666667
189,Female,East,Standard,48,3620.439627166308,2,49,1,75.42582556596476,0.041666666666666664
190,Female,South,Premium,19,3536.941609915296,2,52,1,186.15482157448926,0.10526315789473684
191,Female,West,Premium,30,1174.6946298846517,1,13,1,39.156487662821725,0.03333333333333333
192,Female,South,Basic,55,3672.316192552986,1,15,1,66.7693853191452,0.01818181818181818
193,Male,West,Standard,31,8000.128442714887,5,46,0,258.0686594424157,0.16129032258064516
194,Female,East,Basic,16,4197.057597794213,2,18,1,262.3160998621383,0.125
195,Male,South,Basic,38,5903.094729675281,2,57,1,155.3445981493495,0.05263157894736842
196,Female,West,Premium,22,1719.436152241443,4,2,1,78.15618873824741,0.18181818181818182
197,Female,East,Standard,33,790.1424983389034,2,41,0,23.943712070875858,0.06060606060606061
198,Female,West,Basic,50,8811.56481512245,0,45,0,176.231296302449,0.0
199,Male,North,Premium,22,3380.588701844992,1,2,1,153.663122811136,0.045454545454545456
200,Male,North,Basic,8,3568.3386073745137,1,49,1,446.0423259218142,0.125
201,Male,East,Premium,37,8789.109709840699,1,19,1,237.54350567137024,0.02702702702702703
202,Male,West,Standard,12,7106.936354196565,0,54,1,592.244696183047,0.0
203,Male,North,Basic,50,7587.000838777368,3,1,0,151.74001677554736,0.06
204,Female,South,Standard,5,6851.83449325986,2,19,0,1370.366898651972,0.4
205,Male,West,Standard,25,1147.34322343621,2,52,1,45.8937289374484,0.08
206,Male,West,Premium,54,9584.158628456657,2,25,1,177.48441904549364,0.037037037037037035
207,Male,North,Basic,29,9100.449242566485,3,18,1,313.8085945712581,0.10344827586206896
208,Male,North,Basic,13,2438.579255631399,1,52,1,187.58301966395376,0.07692307692307693
209,Female,East,Premium,53,8059.542492324029,6,59,0,152.06683947781187,0.11320754716981132
210,Male,West,Premium,26,4153.024671823468,2,52,1,159.73171814705648,0.07692307692307693
211,Female,South,Standard,22,6869.292981858382,2,49,1,312.2405900844719,0.09090909090909091
212,Female,North,Basic,29,1739.4696981510167,0,32,0,59.9817137293454,0.0
213,Female,West,Basic,12,5431.687081498566,3,46,1,452.6405901248805,0.25
214,Male,North,Premium,48,1353.50136564307,1,33,1,28.197945117563957,0.020833333333333332
215,Female,East,Premium,46,5408.054937045347,2,27,1,117.56641167489886,0.043478260869565216
216,Male,West,Premium,43,2511.5801649664068,2,47,1,58.40884104573039,0.046511627906976744
217,Male,West,Basic,28,4579.418634811265,1,52,1,163.55066552897375,0.03571428571428571
218,Male,East,Basic,9,6712.896735026865,1,55,0,745.877415002985,0.1111111111111111
219,Male,South,Standard,55,8783.038358440126,4,48,1,159.6916065170932,0.07272727272727272
220,Male,North,Premium,10,1736.3611305442528,4,13,1,173.63611305442527,0.4
221,Female,East,Standard,48,8943.364242635213,5,53,1,186.3200883882336,0.10416666666666667
222,Female,West,Basic,51,3961.372714480173,5,13,1,77.67397479372887,0.09803921568627451
223,Male,East,Standard,42,8453.58602919822,0,50,1,201.27585783805287,0.0
224,Female,West,Standard,26,5174.224392335854,2,28,1,199.0086304744559,0.07692307692307693
225,Male,East,Standard,53,8635.864860453104,1,52,1,162.94084642364348,0.018867924528301886
226,Female,South,Premium,36,6661.9582684499765,2,25,0,185.05439634583269,0.05555555555555555
227,Female,West,Basic,59,5136.289792106006,3,58,1,87.05575918823739,0.05084745762711865
228,Female,East,Premium,53,3194.132466703255,2,32,1,60.26665031515576,0.03773584905660377
229,Female,South,Standard,40,9692.199967424687,4,4,1,242.3049991856172,0.1
230,Female,South,Premium,11,8028.886810897536,1,41,1,729.8988009906851,0.09090909090909091
231,Male,North,Basic,6,3873.7531332053873,1,1,0,645.6255222008979,0.16666666666666666
232,Male,West,Basic,4,1750.5635712845558,1,8,1,437.64089282113895,0.25
233,Female,North,Standard,53,7817.400644073608,4,18,1,147.4981253598794,0.07547169811320754
234,Male,South,Standard,27,9900.448449328109,2,26,1,366.68327590104104,0.07407407407407407
235,Female,North,Premium,55,2861.852042545473,2,57,0,52.03367350082679,0.03636363636363636
236,Male,North,Basic,24,9167.044416116458,4,58,1,381.9601840048524,0.16666666666666666
237,Female,East,Basic,5,1341.1699853204098,3,26,1,268.23399706408196,0.6
238,Female,North,Premium,50,9526.841917093356,1,25,1,190.5368383418671,0.02
239,Female,South,Basic,54,7478.855233186327,0,36,1,138.4973191330801,0.0
240,Male,North,Standard,57,3531.3026697106643,3,36,0,61.952678415976564,0.05263157894736842
241,Male,West,Standard,3,3115.855040732715,1,13,1,1038.618346910905,0.3333333333333333
242,Female,East,Premium,7,6470.010003999578,4,2,1,924.2871434285111,0.5714285714285714
243,Female,South,Premium,24,5975.72068856113,0,57,1,248.98836202338043,0.0
244,Male,North,Premium,22,9197.473344787497,3,20,1,418.0669702176135,0.13636363636363635
245,Male,West,Standard,12,7685.807028671221,2,45,1,640.4839190559351,0.16666666666666666
246,Male,South,Premium,35,5449.612238481876,3,36,0,155.7032068137679,0.08571428571428572
247,Male,North,Basic,17,9282.90183421258,1,39,1,546.0530490713282,0.058823529411764705
248,Male,East,Premium,3,5968.033250198866,3,7,1,1989.3444167329553,1.0
249,Female,North,Basic,11,8511.879873040705,2,5,1,773.8072611855187,0.18181818181818182
250,Male,South,Standard,6,8425.332255768777,2,1,1,1404.2220426281294,0.3333333333333333
251,Female,South,Basic,43,9200.02910360041,1,56,1,213.95416520000953,0.023255813953488372
252,Female,South,Basic,36,769.2601096631354,1,5,1,21.368336379531538,0.027777777777777776
253,Male,West,Basic,17,5879.8147126731,2,54,0,345.87145368665296,0.11764705882352941
254,Male,North,Standard,22,4737.086652593386,0,58,1,215.32212057242666,0.0
255,Female,North,Basic,1,4956.369596300257,1,38,1,4956.369596300257,1.0
256,Male,North,Basic,44,4653.114975840008,1,10,0,105.7526130872729,0.022727272727272728
257,Female,East,Premium,56,8390.920225281176,2,4,0,149.8378611657353,0.03571428571428571
258,Male,West,Premium,3,3252.485684427694,3,9,1,1084.1618948092314,1.0
259,Male,West,Premium,16,4681.235708134806,1,51,0,292.5772317584254,0.0625
260,Male,East,Basic,35,2086.757174720748,1,46,1,59.62163356344994,0.02857142857142857
261,Female,West,Basic,14,2591.9944976548736,1,38,1,185.14246411820525,0.07142857142857142
262,Male,East,Standard,49,6638.158825104363,2,37,1,135.4726290837625,0.04081632653061224
263,Female,South,Basic,51,1257.6657886815533,2,6,1,24.66011350355987,0.0392156862745098
264,Male,South,Basic,7,1959.4359288473047,1,35,1,279.9194184067578,0.14285714285714285
265,Female,West,Standard,26,5327.542139756009,5,46,0,204.90546691369266,0.19230769230769232
266,Male,South,Basic,56,533.3529768338338,2,17,1,9.524160300604176,0.03571428571428571
267,Female,South,Standard,43,1356.5772942618762,2,9,1,31.54830916888084,0.046511627906976744
268,Female,South,Standard,48,8647.194095770814,4,56,1,180.1498769952253,0.08333333333333333
269,Female,North,Premium,31,8476.852981370457,1,6,1,273.4468703667889,0.03225806451612903
270,Female,South,Basic,24,3542.983439965124,4,35,0,147.62430999854683,0.16666666666666666
271,Female,North,Premium,19,3545.114021580726,0,30,1,186.58494850424873,0.0
272,Female,East,Basic,37,9371.502947713636,4,49,1,253.2838634517199,0.10810810810810811
273,Male,East,Premium,1,355.82727681303004,2,7,1,355.82727681303004,2.0
274,Female,East,Standard,25,5844.925579544181,1,39,1,233.79702318176726,0.04
275,Female,East,Standard,56,6014.1667325032,3,9,0,107.39583450898571,0.05357142857142857
276,Female,East,Standard,10,7900.081965098446,1,39,1,790.0081965098445,0.1
277,Male,South,Standard,18,9522.330106643749,1,50,1,529.0183392579861,0.05555555555555555
278,Male,South,Basic,42,3622.693111729105,1,27,0,86.25459789831203,0.023809523809523808
279,Male,South,Basic,1,4434.551387214412,0,25,1,4434.551387214412,0.0
280,Female,East,Premium,29,6745.854957149756,2,19,1,232.6156881775778,0.06896551724137931
281,Male,East,Basic,13,9675.989061207349,2,1,1,744.3068508621037,0.15384615384615385
282,Male,North,Basic,4,8918.844301993404,0,45,1,2229.711075498351,0.0
283,Female,West,Premium,57,6703.824732373441,2,22,0,117.61096021707792,0.03508771929824561
284,Female,South,Standard,12,8581.563359543119,0,59,1,715.1302799619266,0.0
285,Male,West,Premium,56,943.5238658252188,4,22,1,16.84864046116462,0.07142857142857142
286,Female,East,Premium,48,3833.5567342333416,3,16,1,79.86576529652795,0.0625
287,Female,East,Standard,19,229.6157074185872,2,40,1,12.085037232557221,0.10526315789473684
288,Female,East,Premium,26,1856.9751587834087,2,56,0,71.42212149166957,0.07692307692307693
289,Female,West,Premium,44,6341.87645490378,1,20,1,144.13355579326773,0.022727272727272728
290,Male,North,Premium,38,8867.060074963301,2,38,1,233.34368618324478,0.05263157894736842
291,Female,East,Basic,16,6364.525068918775,0,25,0,397.78281680742344,0.0
292,Male,North,Standard,44,6674.96725938481,1,30,1,151.70380134965478,0.022727272727272728
293,Male,North,Standard,25,1127.8338920363983,1,7,0,45.113355681455936,0.04
294,Male,South,Premium,58,6682.11886004246,2,50,1,115.20894586280104,0.034482758620689655
295,Male,West,Basic,56,4598.032501954991,2,6,1,82.10772324919627,0.03571428571428571
296,Female,East,Standard,10,6549.258292660052,2,20,1,654.9258292660052,0.2
297,Female,North,Standard,37,3329.1137843452907,5,51,0,89.9760482255484,0.13513513513513514
298,Female,West,Premium,28,5856.710822465384,0,57,0,209.168243659478,0.0
299,Male,West,Premium,28,4298.286038626795,3,49,1,153.51021566524267,0.10714285714285714
300,Male,East,Premium,25,5630.506848807102,1,22,0,225.2202739522841,0.04
301,Male,South,Standard,25,1556.18623146502,1,12,1,62.2474492586008,0.04
302,Female,South,Premium,51,4018.6660508111217,0,54,1,78.79737354531612,0.0
303,Male,North,Premium,12,3805.358706842855,2,41,1,317.11322557023794,0.16666666666666666
304,Female,South,Premium,8,7390.305754462802,0,41,1,923.7882193078502,0.0
305,Female,South,Basic,36,7093.454188283848,4,27,1,197.04039411899578,0.1111111111111111
306,Female,South,Premium,58,9097.700978840196,1,39,1,156.85691342827923,0.017241379310344827
307,Female,West,Standard,39,6357.350363603656,2,26,1,163.00898368214501,0.05128205128205128
308,Male,East,Premium,58,3214.016584955386,4,31,0,55.41407905095493,0.06896551724137931
309,Female,West,Standard,24,7853.92416602978,2,19,1,327.2468402512408,0.08333333333333333
310,Male,West,Basic,23,5020.276670982901,1,12,1,218.272898738387,0.043478260869565216
311,Female,East,Basic,37,2015.5827852278776,2,41,1,54.47521041156426,0.05405405405405406
312,Male,West,Premium,11,7499.373536438552,0,1,1,681.7612305853229,0.0
313,Male,North,Standard,17,1412.060817620367,0,42,1,83.06240103649218,0.0
314,Female,North,Premium,28,1863.717979336679,3,18,1,66.5613564048814,0.10714285714285714
315,Female,West,Premium,56,7611.683691507958,1,48,0,135.92292306264213,0.017857142857142856
316,Female,South,Standard,53,7724.432471305751,1,14,0,145.74400889256134,0.018867924528301886
317,Male,West,Standard,3,7928.734561161731,3,26,0,2642.911520387244,1.0
318,Female,South,Standard,2,3003.918731729445,1,11,0,1501.9593658647225,0.5
319,Female,West,Standard,51,8679.215827978036,2,53,1,170.18070250937325,0.0392156862745098
320,Male,North,Standard,29,7254.414546024521,0,39,1,250.15222572498348,0.0
321,Female,South,Basic,57,8356.277354558271,2,9,0,146.60135709751353,0.03508771929824561
322,Male,North,Basic,34,7115.194298994211,3,59,1,209.27042055865326,0.08823529411764706
323,Female,West,Basic,14,5838.004941588772,2,59,0,417.0003529706266,0.14285714285714285
324,Male,East,Standard,58,1183.0082385827914,1,27,0,20.39669376866882,0.017241379310344827
325,Male,South,Standard,33,7138.268498324297,4,55,1,216.3111666158878,0.12121212121212122
326,Female,South,Standard,48,6935.561677036022,1,3,0,144.4908682715838,0.020833333333333332
